a,b,labels
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]5C[C@@H]6[C@@H](OC)C[C@](O)([C@@H](C[C@@H]32)[C@@H]14)[C@H]5[C@H]6O,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]5C[C@@]6(O)[C@@H](OC(=O)c7ccccc7)[C@@H]5[C@](OC(C)=O)([C@H](O)[C@H]6OC)[C@@H]([C@@H](OC)[C@H]23)[C@@H]14,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2OC(C)=O)[C@@H]1C[C@]2(O)[C@H](OC)[C@@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,CCN1C[C@]2(COC)CC[C@@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@H](OC)C[C@@](OC(C)=O)([C@H]5[C@H]6OC(=O)c5ccc(OC)cc5)[C@@H]([C@H](OC)[C@H]23)[C@@H]14,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@H](OC)C[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccc(OC)cc1,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,C=C1[C@@H]2C[C@]3([C@@H]4C[C@@H]5[C@]6([C@@H](O)CC[C@@]5(C)CN(CC)[C@H]46)[C@@H]3C[C@@H]2O)[C@@H]1O,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(O)c3-2)CCN1C,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@H](CC)CCCC,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,CC1=C2C[C@H]3[C@@H](CC(=O)[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,C[C@H]1CC[C@@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,CC1(C)CCC[C@@]2(C)[C@H]3C[C@@H]4[C@@H]5C[C@@]3(CC[C@H]12)C[C@H]4CO5,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,C[C@H]1CC[C@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4C[C@@H](O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,C[C@@H]1CC[C@@H]2[C@H](C)[C@H]3CC[C@]4(O)[C@@H](C[C@H]5[C@H]4C[C@@H](O)[C@H]4C[C@H](O)CC[C@@]45C)[C@@H]3CN2C1,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,C[C@@H]1CC[C@H]2[C@H](C)[C@H]3CC[C@H]4C5=C(C[C@H]4[C@@H]3CN2C1)[C@@]1(C)CC[C@@H](O)C[C@@H]1[C@@H](O)C5,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,C[C@H]1CC[C@@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4CC(=O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,C[C@H]1CC[C@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,C[C@H]1CC[C@H]2[C@@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5C[C@H]4[C@@H]3CN2C1,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,COC[C@@]12CC[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(C)=O)([C@H]5[C@@H]6OC(=O)c5ccccc5)[C@@H]([C@H](OC)[C@H]13)[C@H]4N(C)C2,1
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]5C[C@@H]6[C@@H](OC)C[C@](O)([C@@H](C[C@@H]32)[C@@H]14)[C@H]5[C@H]6O,1
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]5C[C@@]6(O)[C@@H](OC(=O)c7ccccc7)[C@@H]5[C@](OC(C)=O)([C@H](O)[C@H]6OC)[C@@H]([C@@H](OC)[C@H]23)[C@@H]14,1
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2OC(C)=O)[C@@H]1C[C@]2(O)[C@H](OC)[C@@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,1
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,CCN1C[C@]2(COC)CC[C@@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@H](OC)C[C@@](OC(C)=O)([C@H]5[C@H]6OC(=O)c5ccc(OC)cc5)[C@@H]([C@H](OC)[C@H]23)[C@@H]14,1
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@H](OC)C[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccc(OC)cc1,1
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,C=C1[C@@H]2C[C@]3([C@@H]4C[C@@H]5[C@]6([C@@H](O)CC[C@@]5(C)CN(CC)[C@H]46)[C@@H]3C[C@@H]2O)[C@@H]1O,1
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(O)c3-2)CCN1C,1
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@H](CC)CCCC,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,CC1=C2C[C@H]3[C@@H](CC(=O)[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,C[C@H]1CC[C@@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,CC1(C)CCC[C@@]2(C)[C@H]3C[C@@H]4[C@@H]5C[C@@]3(CC[C@H]12)C[C@H]4CO5,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,C[C@H]1CC[C@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4C[C@@H](O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,C[C@@H]1CC[C@@H]2[C@H](C)[C@H]3CC[C@]4(O)[C@@H](C[C@H]5[C@H]4C[C@@H](O)[C@H]4C[C@H](O)CC[C@@]45C)[C@@H]3CN2C1,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,C[C@@H]1CC[C@H]2[C@H](C)[C@H]3CC[C@H]4C5=C(C[C@H]4[C@@H]3CN2C1)[C@@]1(C)CC[C@@H](O)C[C@@H]1[C@@H](O)C5,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,C[C@H]1CC[C@@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4CC(=O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,C[C@H]1CC[C@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,C[C@H]1CC[C@H]2[C@@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5C[C@H]4[C@@H]3CN2C1,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,COC[C@@]12CC[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(C)=O)([C@H]5[C@@H]6OC(=O)c5ccccc5)[C@@H]([C@H](OC)[C@H]13)[C@H]4N(C)C2,1
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]5C[C@@H]6[C@@H](OC)C[C@](O)([C@@H](C[C@@H]32)[C@@H]14)[C@H]5[C@H]6O,1
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]5C[C@@]6(O)[C@@H](OC(=O)c7ccccc7)[C@@H]5[C@](OC(C)=O)([C@H](O)[C@H]6OC)[C@@H]([C@@H](OC)[C@H]23)[C@@H]14,1
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2OC(C)=O)[C@@H]1C[C@]2(O)[C@H](OC)[C@@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,1
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCN1C[C@]2(COC)CC[C@@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@H](OC)C[C@@](OC(C)=O)([C@H]5[C@H]6OC(=O)c5ccc(OC)cc5)[C@@H]([C@H](OC)[C@H]23)[C@@H]14,1
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@H](OC)C[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccc(OC)cc1,1
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C=C1[C@@H]2C[C@]3([C@@H]4C[C@@H]5[C@]6([C@@H](O)CC[C@@]5(C)CN(CC)[C@H]46)[C@@H]3C[C@@H]2O)[C@@H]1O,1
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(O)c3-2)CCN1C,1
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@H](CC)CCCC,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CC1=C2C[C@H]3[C@@H](CC(=O)[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C[C@H]1CC[C@@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CC1(C)CCC[C@@]2(C)[C@H]3C[C@@H]4[C@@H]5C[C@@]3(CC[C@H]12)C[C@H]4CO5,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C[C@H]1CC[C@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4C[C@@H](O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C[C@@H]1CC[C@@H]2[C@H](C)[C@H]3CC[C@]4(O)[C@@H](C[C@H]5[C@H]4C[C@@H](O)[C@H]4C[C@H](O)CC[C@@]45C)[C@@H]3CN2C1,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C[C@@H]1CC[C@H]2[C@H](C)[C@H]3CC[C@H]4C5=C(C[C@H]4[C@@H]3CN2C1)[C@@]1(C)CC[C@@H](O)C[C@@H]1[C@@H](O)C5,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C[C@H]1CC[C@@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4CC(=O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C[C@H]1CC[C@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C[C@H]1CC[C@H]2[C@@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5C[C@H]4[C@@H]3CN2C1,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,COC[C@@]12CC[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(C)=O)([C@H]5[C@@H]6OC(=O)c5ccccc5)[C@@H]([C@H](OC)[C@H]13)[C@H]4N(C)C2,1
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]5C[C@@H]6[C@@H](OC)C[C@](O)([C@@H](C[C@@H]32)[C@@H]14)[C@H]5[C@H]6O,1
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]5C[C@@]6(O)[C@@H](OC(=O)c7ccccc7)[C@@H]5[C@](OC(C)=O)([C@H](O)[C@H]6OC)[C@@H]([C@@H](OC)[C@H]23)[C@@H]14,1
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2OC(C)=O)[C@@H]1C[C@]2(O)[C@H](OC)[C@@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,1
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,CCN1C[C@]2(COC)CC[C@@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@H](OC)C[C@@](OC(C)=O)([C@H]5[C@H]6OC(=O)c5ccc(OC)cc5)[C@@H]([C@H](OC)[C@H]23)[C@@H]14,1
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@H](OC)C[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccc(OC)cc1,1
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,C=C1[C@@H]2C[C@]3([C@@H]4C[C@@H]5[C@]6([C@@H](O)CC[C@@]5(C)CN(CC)[C@H]46)[C@@H]3C[C@@H]2O)[C@@H]1O,1
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(O)c3-2)CCN1C,1
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@H](CC)CCCC,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,CC1=C2C[C@H]3[C@@H](CC(=O)[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,C[C@H]1CC[C@@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,CC1(C)CCC[C@@]2(C)[C@H]3C[C@@H]4[C@@H]5C[C@@]3(CC[C@H]12)C[C@H]4CO5,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,C[C@H]1CC[C@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4C[C@@H](O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,C[C@@H]1CC[C@@H]2[C@H](C)[C@H]3CC[C@]4(O)[C@@H](C[C@H]5[C@H]4C[C@@H](O)[C@H]4C[C@H](O)CC[C@@]45C)[C@@H]3CN2C1,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,C[C@@H]1CC[C@H]2[C@H](C)[C@H]3CC[C@H]4C5=C(C[C@H]4[C@@H]3CN2C1)[C@@]1(C)CC[C@@H](O)C[C@@H]1[C@@H](O)C5,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,C[C@H]1CC[C@@H]2N(C1)C[C@@H]1[C@H](CC[C@H]3[C@@H]4CC(=O)[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@H]31)[C@]2(C)O,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,C[C@H]1CC[C@H]2[C@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@@H]5C[C@H]4[C@@H]3CN2C1,0
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1,C[C@H]1CC[C@H]2[C@@H](C)[C@@H]3CC[C@H]4[C@@H]5CC(=O)[C@H]6C[C@@H](O)CC[C@]6(C)[C@H]5C[C@H]4[C@@H]3CN2C1,0
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,COC[C@@]12CC[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@@](OC(C)=O)([C@H]5[C@@H]6OC(=O)c5ccccc5)[C@@H]([C@H](OC)[C@H]13)[C@H]4N(C)C2,1
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]5C[C@@H]6[C@@H](OC)C[C@](O)([C@@H](C[C@@H]32)[C@@H]14)[C@H]5[C@H]6O,1
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]5C[C@@]6(O)[C@@H](OC(=O)c7ccccc7)[C@@H]5[C@](OC(C)=O)([C@H](O)[C@H]6OC)[C@@H]([C@@H](OC)[C@H]23)[C@@H]14,1
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2OC(C)=O)[C@@H]1C[C@]2(O)[C@H](OC)[C@@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,1
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCN1C[C@]2(COC)CC[C@@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@H](OC)C[C@@](OC(C)=O)([C@H]5[C@H]6OC(=O)c5ccc(OC)cc5)[C@@H]([C@H](OC)[C@H]23)[C@@H]14,1
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCN1C[C@@]2(COC)[C@H]3[C@H](OC)[C@H]4[C@@H]1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@H](OC)C[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccc(OC)cc1,1
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,C=C1[C@@H]2C[C@]3([C@@H]4C[C@@H]5[C@]6([C@@H](O)CC[C@@]5(C)CN(CC)[C@H]46)[C@@H]3C[C@@H]2O)[C@@H]1O,1
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,COc1cc2c(cc1O)C[C@H]1c3c(cc(OC)c(O)c3-2)CCN1C,1
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,0
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,CCCC[C@@H](CC)COC(=O)c1ccccc1C(=O)OC[C@H](CC)CCCC,0
